1	1	1	0.0	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.08695652173913043
1	1	2	0.0	0.12962962962962962	0.12962962962962962	0.12962962962962962	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
2	1	1	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.2222222222222222
2	1	2	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.5714285714285714	0.5714285714285714	0.5714285714285714
3	1	1	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222
3	1	2	0.0	0.0	0.0	0.0	0.0	0.18421052631578946	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263
4	1	1	0.038461538461538464	0.038461538461538464	0.07692307692307693	0.15384615384615385	0.23076923076923078	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.2692307692307692	0.3076923076923077	0.34615384615384615	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.4230769230769231	0.46153846153846156	0.46153846153846156	0.46153846153846156
4	1	2	0.11764705882352941	0.11764705882352941	0.1568627450980392	0.2156862745098039	0.33333333333333337	0.35294117647058826	0.35294117647058826	0.35294117647058826	0.35294117647058826	0.3921568627450981	0.47058823529411764	0.4901960784313726	0.4901960784313726	0.4901960784313726	0.4901960784313726	0.4901960784313726	0.5490196078431373	0.5686274509803921	0.5686274509803921	0.5686274509803921
5	1	1	0.0	0.0	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.17857142857142858	0.2857142857142857	0.2857142857142857	0.32142857142857145	0.35714285714285715	0.4642857142857143	0.4642857142857143	0.4642857142857143	0.4642857142857143	0.4642857142857143	0.5	0.5	0.5	0.5	0.5
5	1	2	0.0	0.0	0.13125	0.13125	0.25625	0.275	0.35000000000000003	0.35000000000000003	0.36250000000000004	0.37500000000000006	0.5624999999999999	0.5624999999999999	0.5624999999999999	0.5624999999999999	0.5624999999999999	0.6749999999999998	0.6749999999999998	0.6749999999999998	0.6749999999999998	0.6749999999999998
