1	1	3	0.365103	0.37082	0.388266	0.468608	0.472433	0.494595	0.455261	0.466113	0.522287	0.558786	0.56423	0.632007	0.333201	0.438182	0.127373	0.533333	0.533333	0.6	0.666667	0.666667	1.0
2	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	1	3	0.500252	0.505102	0.506116	0.686981	0.690734	0.691668	0.540034	0.549785	0.553597	0.714523	0.721749	0.72536	0.487374	0.68817	0.067521	0.466667	0.366667	0.283333	0.666667	0.666667	0.666667
4	1	3	0.040343	0.04008	0.056014	0.074349	0.070164	0.097241	0.05488	0.054147	0.098953	0.096764	0.086168	0.153912	0.031403	0.059767	0.005501	0.033333	0.016667	0.025	0.166667	0.166667	0.333333
5	1	3	0.0	0.03006	0.030056	0.0	0.057564	0.057187	0.0	0.068326	0.068302	0.0	0.112377	0.110486	0.001953	0.004207	0.001389	0.0	0.033333	0.016667	0.0	0.333333	0.333333
6	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	1	3	0.092284	0.096692	0.096681	0.149693	0.151999	0.151372	0.133695	0.142199	0.14215	0.202447	0.202647	0.200375	0.062302	0.105524	0.006844	0.15	0.125	0.0625	0.25	0.25	0.25
9	1	3	0.058094	0.064929	0.074211	0.090995	0.099402	0.113486	0.101905	0.119327	0.148644	0.154396	0.172608	0.214363	0.018939	0.030433	0.003068	0.08	0.06	0.06	0.4	0.4	0.4
10	1	3	0.0	0.02672	0.026717	0.0	0.034524	0.034473	0.0	0.065199	0.065177	0.0	0.080026	0.079694	9.77E-4	0.0013	3.88E-4	0.0	0.033333	0.016667	0.0	0.333333	0.333333
11	1	3	0.166667	0.166667	0.166667	0.284057	0.269008	0.265361	0.166667	0.166667	0.166666	0.268211	0.240818	0.231918	0.166667	0.294061	0.011286	0.166667	0.166667	0.15	0.166667	0.166667	0.166667
12	1	3	0.306354	0.33598	0.337925	0.38425	0.415492	0.417176	0.345651	0.414899	0.421098	0.421563	0.491784	0.49663	0.272752	0.349002	0.026276	0.3	0.275	0.275	0.5	0.75	0.75
13	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	1	3	0.166415	0.180716	0.203077	0.203327	0.220491	0.247763	0.235545	0.265586	0.340296	0.281967	0.31713	0.40628	0.118786	0.146198	0.010547	0.2	0.175	0.2	0.5	0.5	0.75
15	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	1	3	0.090772	0.090179	0.090168	0.163488	0.151647	0.149385	0.103875	0.102489	0.102453	0.178244	0.153479	0.147245	0.09375	0.174165	0.015625	0.05	0.025	0.0125	0.25	0.25	0.25
17	1	3	0.230963	0.236971	0.241952	0.324823	0.322689	0.32729	0.332885	0.345522	0.364517	0.453729	0.440848	0.456172	0.156739	0.225281	0.061772	0.266667	0.15	0.091667	0.833333	0.833333	0.833333
18	1	3	0.193646	0.225648	0.225621	0.223933	0.257457	0.256974	0.263422	0.345203	0.345085	0.297674	0.379546	0.377503	0.150806	0.176287	0.008303	0.16	0.18	0.09	0.8	0.8	0.8
19	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	1	3	0.06354	0.097909	0.100903	0.160305	0.224125	0.226339	0.102751	0.179005	0.189092	0.226532	0.3313	0.332684	0.032413	0.089414	0.02375	0.1	0.1	0.0625	0.25	0.5	0.5
21	1	3	0.029047	0.049742	0.050112	0.060914	0.097879	0.097242	0.050953	0.09299	0.094053	0.097976	0.158325	0.15425	0.0125	0.02811	0.015955	0.04	0.12	0.14	0.2	0.2	0.2
22	1	3	0.0	0.0	0.030119	0.0	0.0	0.051358	0.0	0.0	0.093162	0.0	0.0	0.13981	1.84E-4	3.43E-4	0.002157	0.0	0.0	0.04	0.0	0.0	0.4
23	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	1	3	0.0	0.065129	0.073384	0.0	0.097405	0.108886	0.0	0.151388	0.177529	0.0	0.201849	0.231755	0.003685	0.006011	0.014905	0.0	0.1	0.0875	0.0	0.5	0.5
25	1	3	0.080686	0.104016	0.10804	0.161943	0.194071	0.201128	0.109759	0.160692	0.173045	0.196874	0.252725	0.270686	0.064716	0.138736	0.005711	0.066667	0.1	0.1	0.333333	0.333333	0.333333
26	1	3	0.090772	0.138096	0.162064	0.090978	0.138308	0.162253	0.103875	0.205567	0.281241	0.104291	0.206019	0.281542	0.0987	0.098769	0.005846	0.05	0.15	0.15	0.25	0.5	0.75
27	1	3	0.0	0.0	0.012022	0.0	0.0	0.032831	0.0	0.0	0.035106	0.0	0.0	0.075494	7.3E-5	2.49E-4	4.76E-4	0.0	0.0	0.01	0.0	0.0	0.2
28	1	3	0.0	0.020612	0.030228	0.0	0.025209	0.03675	0.0	0.043318	0.07578	0.0	0.050713	0.08715	0.002353	0.003004	0.001675	0.0	0.02	0.02	0.0	0.2	0.4
29	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	1	3	0.048411	0.072143	0.078692	0.101523	0.13962	0.148793	0.065855	0.111266	0.129347	0.126632	0.183195	0.200481	0.042261	0.094935	0.008258	0.04	0.04	0.03	0.2	0.4	0.4
31	1	3	0.121029	0.171886	0.173276	0.151803	0.210899	0.211681	0.164639	0.267768	0.271783	0.200797	0.311875	0.312574	0.101555	0.129878	0.069297	0.1	0.275	0.375	0.5	0.5	0.5
32	1	3	0.330408	0.336604	0.339321	0.498858	0.486473	0.486258	0.329999	0.344652	0.353012	0.475106	0.455031	0.455145	0.317243	0.495723	0.010906	0.2	0.18	0.21	0.4	0.4	0.4
33	1	3	0.0	0.044302	0.045333	0.0	0.063702	0.064908	0.0	0.097863	0.10153	0.0	0.125771	0.129019	0.003891	0.006054	0.007592	0.0	0.1	0.075	0.0	0.25	0.25
34	1	3	0.0	0.0	0.033117	0.0	0.0	0.040172	0.0	0.0	0.128127	0.0	0.0	0.146398	5.0E-6	6.0E-6	0.005591	0.0	0.0	0.075	0.0	0.0	0.5
35	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	1	3	0.121029	0.138275	0.150399	0.191847	0.214735	0.232366	0.145035	0.190055	0.230566	0.214591	0.270144	0.323083	0.1176	0.194167	0.018893	0.1	0.075	0.075	0.25	0.5	0.5
